CustomerID	Country	City	State	PostalCode	Region
12565	UnitedStates	Eagan	Minnesota	55122	Central
12566	UnitedStates	Westland	Michigan	48185	Central
12567	UnitedStates	Dover	Delaware	19901	East
12568	UnitedStates	Dover	Delaware	19901	East
12569	UnitedStates	NewAlbany	Indiana	47150	Central
12570	UnitedStates	NewAlbany	Indiana	47150	Central
12571	UnitedStates	NewAlbany	Indiana	47150	Central
12572	UnitedStates	NewAlbany	Indiana	47150	Central
12573	UnitedStates	NewYorkCity	NewYork	10024	East
12574	UnitedStates	NewYorkCity	NewYork	10024	East
12575	UnitedStates	Troy	NewYork	12180	East
12576	UnitedStates	Troy	NewYork	12180	East
12577	UnitedStates	Troy	NewYork	12180	East
12578	UnitedStates	Troy	NewYork	12180	East
12579	UnitedStates	Troy	NewYork	12180	East
12580	UnitedStates	Troy	NewYork	12180	East
12581	UnitedStates	Troy	NewYork	12180	East
12582	UnitedStates	LosAngeles	California	90004	West
12583	UnitedStates	LosAngeles	California	90004	West
12584	UnitedStates	LosAngeles	California	90004	West
12585	UnitedStates	LosAngeles	California	90004	West
12586	UnitedStates	Chicago	Illinois	60610	Central
12587	UnitedStates	Gilbert	Arizona	85234	West
12588	UnitedStates	Gilbert	Arizona	85234	West
12589	UnitedStates	Springfield	Virginia	22153	South
12590	UnitedStates	NewYorkCity	NewYork	10009	East
12591	UnitedStates	Jackson	Michigan	49201	Central
12592	UnitedStates	Memphis	Tennessee	38109	South
12593	UnitedStates	Memphis	Tennessee	38109	South
12594	UnitedStates	Memphis	Tennessee	38109	South
12595	UnitedStates	Houston	Texas	77041	Central
12596	UnitedStates	Houston	Texas	77041	Central
12597	UnitedStates	Houston	Texas	77041	Central
12598	UnitedStates	Houston	Texas	77070	Central
12599	UnitedStates	Decatur	Alabama	35601	South
12600	UnitedStates	Decatur	Alabama	35601	South
12601	UnitedStates	SanFrancisco	California	94122	West
12602	UnitedStates	SanFrancisco	California	94122	West
12603	UnitedStates	Durham	NorthCarolina	27707	South
12604	UnitedStates	Chicago	Illinois	60623	Central
12605	UnitedStates	Columbia	SouthCarolina	29203	South
12606	UnitedStates	Rochester	Minnesota	55901	Central
12607	UnitedStates	Rochester	Minnesota	55901	Central
12608	UnitedStates	Houston	Texas	77095	Central
12609	UnitedStates	LosAngeles	California	90036	West
12610	UnitedStates	LosAngeles	California	90036	West
12611	UnitedStates	LosAngeles	California	90036	West
12612	UnitedStates	Minneapolis	Minnesota	55407	Central
12613	UnitedStates	Minneapolis	Minnesota	55407	Central
12614	UnitedStates	Minneapolis	Minnesota	55407	Central
12615	UnitedStates	Portland	Oregon	97206	West
12616	UnitedStates	NewYorkCity	NewYork	10009	East
12617	UnitedStates	SanFrancisco	California	94122	West
12618	UnitedStates	SaintPaul	Minnesota	55106	Central
12619	UnitedStates	Chicago	Illinois	60610	Central
12620	UnitedStates	Chicago	Illinois	60610	Central
12621	UnitedStates	Chicago	Illinois	60610	Central
12622	UnitedStates	Rochester	Minnesota	55901	Central
12623	UnitedStates	Aurora	Colorado	80013	West
12624	UnitedStates	Aurora	Colorado	80013	West
12625	UnitedStates	Aurora	Colorado	80013	West
12626	UnitedStates	Charlotte	NorthCarolina	28205	South
12627	UnitedStates	Charlotte	NorthCarolina	28205	South
12628	UnitedStates	Charlotte	NorthCarolina	28205	South
12629	UnitedStates	OrlandPark	Illinois	60462	Central
12630	UnitedStates	NewYorkCity	NewYork	10035	East
12631	UnitedStates	Urbandale	Iowa	50322	Central
12632	UnitedStates	Urbandale	Iowa	50322	Central
12633	UnitedStates	Columbus	Ohio	43229	East
12634	UnitedStates	Columbus	Ohio	43229	East
12635	UnitedStates	Columbus	Ohio	43229	East
12636	UnitedStates	Columbus	Ohio	43229	East
12637	UnitedStates	Seattle	Washington	98103	West
12638	UnitedStates	Bristol	Tennessee	37620	South
12639	UnitedStates	Wilmington	Delaware	19805	East
12640	UnitedStates	Wilmington	Delaware	19805	East
12641	UnitedStates	Wilmington	Delaware	19805	East
12642	UnitedStates	Wilmington	Delaware	19805	East
12643	UnitedStates	Wilmington	Delaware	19805	East
12644	UnitedStates	Houston	Texas	77041	Central
12645	UnitedStates	Bloomington	Illinois	61701	Central
12646	UnitedStates	Phoenix	Arizona	85023	West
12647	UnitedStates	Phoenix	Arizona	85023	West
12648	UnitedStates	LosAngeles	California	90004	West
12649	UnitedStates	LosAngeles	California	90004	West
12650	UnitedStates	Columbus	Ohio	43229	East
12651	UnitedStates	Columbus	Ohio	43229	East
12652	UnitedStates	Columbus	Ohio	43229	East
12653	UnitedStates	Roseville	California	95661	West
12654	UnitedStates	Roseville	California	95661	West
12655	UnitedStates	Roseville	California	95661	West
12656	UnitedStates	Roseville	California	95661	West
12657	UnitedStates	Roseville	California	95661	West
12658	UnitedStates	Roseville	California	95661	West
12659	UnitedStates	Roseville	California	95661	West
12660	UnitedStates	Philadelphia	Pennsylvania	19140	East
12661	UnitedStates	SanFrancisco	California	94122	West
12662	UnitedStates	SanFrancisco	California	94122	West
12663	UnitedStates	SanFrancisco	California	94122	West
12664	UnitedStates	Independence	Missouri	64055	Central
12665	UnitedStates	Pasadena	California	91104	West
12666	UnitedStates	Newark	Ohio	43055	East
12667	UnitedStates	Franklin	Wisconsin	53132	Central
12668	UnitedStates	Franklin	Wisconsin	53132	Central
12669	UnitedStates	Franklin	Wisconsin	53132	Central
12670	UnitedStates	Franklin	Wisconsin	53132	Central
12671	UnitedStates	Scottsdale	Arizona	85254	West
12672	UnitedStates	Scottsdale	Arizona	85254	West
12673	UnitedStates	SanJose	California	95123	West
12674	UnitedStates	SanJose	California	95123	West
12675	UnitedStates	SanJose	California	95123	West
12676	UnitedStates	Seattle	Washington	98105	West
12677	UnitedStates	Seattle	Washington	98115	West
12678	UnitedStates	Edmond	Oklahoma	73034	Central
12679	UnitedStates	Edmond	Oklahoma	73034	Central
12680	UnitedStates	LosAngeles	California	90045	West
12681	UnitedStates	Philadelphia	Pennsylvania	19134	East
12682	UnitedStates	Carlsbad	NewMexico	88220	West
12683	UnitedStates	Seattle	Washington	98115	West
12684	UnitedStates	SanAntonio	Texas	78207	Central
12685	UnitedStates	SanAntonio	Texas	78207	Central
12686	UnitedStates	SanAntonio	Texas	78207	Central
12687	UnitedStates	SanAntonio	Texas	78207	Central
12688	UnitedStates	SanAntonio	Texas	78207	Central
12689	UnitedStates	SanAntonio	Texas	78207	Central
12690	UnitedStates	SanAntonio	Texas	78207	Central
12691	UnitedStates	LosAngeles	California	90004	West
12692	UnitedStates	LosAngeles	California	90004	West
12693	UnitedStates	LosAngeles	California	90004	West
12694	UnitedStates	Chicago	Illinois	60623	Central
12695	UnitedStates	Chicago	Illinois	60623	Central
12696	UnitedStates	Houston	Texas	77036	Central
12697	UnitedStates	Newark	Ohio	43055	East
12698	UnitedStates	Newark	Ohio	43055	East
12699	UnitedStates	NewYorkCity	NewYork	10009	East
12700	UnitedStates	Decatur	Illinois	62521	Central
12701	UnitedStates	Decatur	Illinois	62521	Central
12702	UnitedStates	Monroe	Louisiana	71203	South
12703	UnitedStates	Monroe	Louisiana	71203	South
12704	UnitedStates	Monroe	Louisiana	71203	South
12705	UnitedStates	Fairfield	Connecticut	6824	East
12706	UnitedStates	LosAngeles	California	90032	West
12707	UnitedStates	GrandPrairie	Texas	75051	Central
12708	UnitedStates	GrandPrairie	Texas	75051	Central
12709	UnitedStates	NewYorkCity	NewYork	10035	East
12710	UnitedStates	NewYorkCity	NewYork	10035	East
12711	UnitedStates	NewYorkCity	NewYork	10035	East
12712	UnitedStates	NewYorkCity	NewYork	10035	East
12713	UnitedStates	NewYorkCity	NewYork	10035	East
12714	UnitedStates	Redlands	California	92374	West
12715	UnitedStates	Hamilton	Ohio	45011	East
12716	UnitedStates	Hamilton	Ohio	45011	East
12717	UnitedStates	Westfield	NewJersey	7090	East
12718	UnitedStates	Philadelphia	Pennsylvania	19120	East
12719	UnitedStates	Philadelphia	Pennsylvania	19120	East
12720	UnitedStates	Akron	Ohio	44312	East
12721	UnitedStates	Denver	Colorado	80219	West
12722	UnitedStates	Denver	Colorado	80219	West
12723	UnitedStates	Dallas	Texas	75220	Central
12724	UnitedStates	Franklin	Tennessee	37064	South
12725	UnitedStates	Whittier	California	90604	West
12726	UnitedStates	Saginaw	Michigan	48601	Central
12727	UnitedStates	Saginaw	Michigan	48601	Central
12728	UnitedStates	Saginaw	Michigan	48601	Central
12729	UnitedStates	Saginaw	Michigan	48601	Central
12730	UnitedStates	Saginaw	Michigan	48601	Central
12731	UnitedStates	Dallas	Texas	75220	Central
12732	UnitedStates	Medina	Ohio	44256	East
12733	UnitedStates	Medina	Ohio	44256	East
12734	UnitedStates	Medina	Ohio	44256	East
12735	UnitedStates	Medina	Ohio	44256	East
12736	UnitedStates	Medina	Ohio	44256	East
12737	UnitedStates	LosAngeles	California	90032	West
12738	UnitedStates	LosAngeles	California	90032	West
12739	UnitedStates	Dublin	Ohio	43017	East
12740	UnitedStates	Dublin	Ohio	43017	East
12741	UnitedStates	Dublin	Ohio	43017	East
12742	UnitedStates	Dublin	Ohio	43017	East
12743	UnitedStates	Dublin	Ohio	43017	East
12744	UnitedStates	Dublin	Ohio	43017	East
12745	UnitedStates	Detroit	Michigan	48227	Central
12746	UnitedStates	Detroit	Michigan	48227	Central
12747	UnitedStates	Detroit	Michigan	48227	Central
12748	UnitedStates	Columbia	Tennessee	38401	South
12749	UnitedStates	Columbia	Tennessee	38401	South
12750	UnitedStates	Charlotte	NorthCarolina	28205	South
12751	UnitedStates	Tampa	Florida	33614	South
12752	UnitedStates	Tampa	Florida	33614	South
12753	UnitedStates	Tampa	Florida	33614	South
12754	UnitedStates	Tampa	Florida	33614	South
12755	UnitedStates	Tampa	Florida	33614	South
12756	UnitedStates	SantaClara	California	95051	West
12757	UnitedStates	Chicago	Illinois	60610	Central
12758	UnitedStates	Chicago	Illinois	60610	Central
12759	UnitedStates	Chicago	Illinois	60610	Central
12760	UnitedStates	Chicago	Illinois	60610	Central
12761	UnitedStates	Chicago	Illinois	60610	Central
12762	UnitedStates	Chicago	Illinois	60610	Central
12763	UnitedStates	Chicago	Illinois	60610	Central
12764	UnitedStates	Lakeville	Minnesota	55044	Central
12765	UnitedStates	Lakeville	Minnesota	55044	Central
12766	UnitedStates	Lakeville	Minnesota	55044	Central
12767	UnitedStates	Lakeville	Minnesota	55044	Central
12768	UnitedStates	Lakeville	Minnesota	55044	Central
12769	UnitedStates	SanFrancisco	California	94109	West
12770	UnitedStates	SanDiego	California	92037	West
12771	UnitedStates	SanDiego	California	92037	West
12772	UnitedStates	NewYorkCity	NewYork	10024	East
12773	UnitedStates	NewYorkCity	NewYork	10024	East
12774	UnitedStates	Chicago	Illinois	60623	Central
12775	UnitedStates	Chicago	Illinois	60623	Central
12776	UnitedStates	Chicago	Illinois	60623	Central
12777	UnitedStates	Chicago	Illinois	60623	Central
12778	UnitedStates	NewYorkCity	NewYork	10009	East
12779	UnitedStates	NewYorkCity	NewYork	10009	East
12780	UnitedStates	NewYorkCity	NewYork	10009	East
12781	UnitedStates	Pasadena	Texas	77506	Central
12782	UnitedStates	Houston	Texas	77036	Central
12783	UnitedStates	Houston	Texas	77036	Central
12784	UnitedStates	Chicago	Illinois	60610	Central
12785	UnitedStates	Brentwood	California	94513	West
12786	UnitedStates	ChapelHill	NorthCarolina	27514	South
12787	UnitedStates	Morristown	NewJersey	7960	East
12788	UnitedStates	Cincinnati	Ohio	45231	East
12789	UnitedStates	Cincinnati	Ohio	45231	East
12790	UnitedStates	SanFrancisco	California	94110	West
12791	UnitedStates	SanFrancisco	California	94109	West
12792	UnitedStates	SanFrancisco	California	94109	West
12793	UnitedStates	SanFrancisco	California	94109	West
12794	UnitedStates	Inglewood	California	90301	West
12795	UnitedStates	Inglewood	California	90301	West
12796	UnitedStates	Philadelphia	Pennsylvania	19140	East
12797	UnitedStates	Philadelphia	Pennsylvania	19140	East
12798	UnitedStates	Philadelphia	Pennsylvania	19140	East
12799	UnitedStates	Philadelphia	Pennsylvania	19140	East
12800	UnitedStates	Houston	Texas	77070	Central
12801	UnitedStates	Houston	Texas	77070	Central
12802	UnitedStates	LosAngeles	California	90004	West
12803	UnitedStates	Portland	Oregon	97206	West
12804	UnitedStates	Portland	Oregon	97206	West
12805	UnitedStates	Portland	Oregon	97206	West
12806	UnitedStates	Tamarac	Florida	33319	South
12807	UnitedStates	Tamarac	Florida	33319	South
12808	UnitedStates	Tamarac	Florida	33319	South
12809	UnitedStates	Columbus	Ohio	43229	East
12810	UnitedStates	Columbus	Ohio	43229	East
12811	UnitedStates	Columbus	Ohio	43229	East
12812	UnitedStates	Columbus	Ohio	43229	East
12813	UnitedStates	ColoradoSprings	Colorado	80906	West
12814	UnitedStates	ColoradoSprings	Colorado	80906	West
12815	UnitedStates	ColoradoSprings	Colorado	80906	West
12816	UnitedStates	ColoradoSprings	Colorado	80906	West
12817	UnitedStates	ColoradoSprings	Colorado	80906	West
12818	UnitedStates	Belleville	NewJersey	7109	East
12819	UnitedStates	Belleville	NewJersey	7109	East
12820	UnitedStates	Belleville	NewJersey	7109	East
12821	UnitedStates	Belleville	NewJersey	7109	East
12822	UnitedStates	Belleville	NewJersey	7109	East
12823	UnitedStates	Chicago	Illinois	60623	Central
12824	UnitedStates	NewYorkCity	NewYork	10024	East
12825	UnitedStates	Taylor	Michigan	48180	Central
12826	UnitedStates	Lakewood	NewJersey	8701	East
12827	UnitedStates	Lakewood	NewJersey	8701	East
12828	UnitedStates	Arlington	Virginia	22204	South
12829	UnitedStates	Arvada	Colorado	80004	West
12830	UnitedStates	Arvada	Colorado	80004	West
12831	UnitedStates	Arvada	Colorado	80004	West
12832	UnitedStates	Arvada	Colorado	80004	West
12833	UnitedStates	Hackensack	NewJersey	7601	East
12834	UnitedStates	SaintPetersburg	Florida	33710	South
12835	UnitedStates	SaintPetersburg	Florida	33710	South
12836	UnitedStates	Philadelphia	Pennsylvania	19143	East
12837	UnitedStates	NewYorkCity	NewYork	10024	East
12838	UnitedStates	NewYorkCity	NewYork	10024	East
12839	UnitedStates	NewYorkCity	NewYork	10024	East
12840	UnitedStates	NewYorkCity	NewYork	10024	East
12841	UnitedStates	NewYorkCity	NewYork	10024	East
12842	UnitedStates	LongBeach	California	90805	West
12843	UnitedStates	Hesperia	California	92345	West
12844	UnitedStates	Hesperia	California	92345	West
12845	UnitedStates	Murfreesboro	Tennessee	37130	South
12846	UnitedStates	Philadelphia	Pennsylvania	19143	East
12847	UnitedStates	Philadelphia	Pennsylvania	19143	East
12848	UnitedStates	Philadelphia	Pennsylvania	19143	East
12849	UnitedStates	Philadelphia	Pennsylvania	19143	East
12850	UnitedStates	Philadelphia	Pennsylvania	19143	East
12851	UnitedStates	Philadelphia	Pennsylvania	19134	East
12852	UnitedStates	Philadelphia	Pennsylvania	19134	East
12853	UnitedStates	Philadelphia	Pennsylvania	19134	East
12854	UnitedStates	LosAngeles	California	90045	West
12855	UnitedStates	LosAngeles	California	90045	West
12856	UnitedStates	LosAngeles	California	90045	West
12857	UnitedStates	SanFrancisco	California	94122	West
12858	UnitedStates	SanFrancisco	California	94122	West
12859	UnitedStates	Layton	Utah	84041	West
12860	UnitedStates	Philadelphia	Pennsylvania	19140	East
12861	UnitedStates	Philadelphia	Pennsylvania	19140	East
12862	UnitedStates	Philadelphia	Pennsylvania	19140	East
12863	UnitedStates	Philadelphia	Pennsylvania	19140	East
12864	UnitedStates	Austin	Texas	78745	Central
12865	UnitedStates	SanFrancisco	California	94122	West
12866	UnitedStates	Lowell	Massachusetts	1852	East
12867	UnitedStates	Lowell	Massachusetts	1852	East
12868	UnitedStates	Lowell	Massachusetts	1852	East
12869	UnitedStates	NewYorkCity	NewYork	10009	East
12870	UnitedStates	NewYorkCity	NewYork	10009	East
12871	UnitedStates	NewYorkCity	NewYork	10009	East
12872	UnitedStates	NewYorkCity	NewYork	10009	East
12873	UnitedStates	NewYorkCity	NewYork	10009	East
12874	UnitedStates	NewYorkCity	NewYork	10035	East
12875	UnitedStates	NewYorkCity	NewYork	10035	East
12876	UnitedStates	NewYorkCity	NewYork	10035	East
12877	UnitedStates	NewYorkCity	NewYork	10035	East
12878	UnitedStates	Charlotte	NorthCarolina	28205	South
12879	UnitedStates	Columbus	Georgia	31907	South
12880	UnitedStates	Columbus	Georgia	31907	South
12881	UnitedStates	NewYorkCity	NewYork	10009	East
12882	UnitedStates	NewYorkCity	NewYork	10009	East
12883	UnitedStates	NewYorkCity	NewYork	10009	East
12884	UnitedStates	NewYorkCity	NewYork	10009	East
12885	UnitedStates	SanFrancisco	California	94109	West
12886	UnitedStates	Manchester	Connecticut	6040	East
12887	UnitedStates	Manchester	Connecticut	6040	East
12888	UnitedStates	Manchester	Connecticut	6040	East
12889	UnitedStates	Manchester	Connecticut	6040	East
12890	UnitedStates	Harlingen	Texas	78550	Central
12891	UnitedStates	Harlingen	Texas	78550	Central
12892	UnitedStates	Tucson	Arizona	85705	West
12893	UnitedStates	Tucson	Arizona	85705	West
12894	UnitedStates	Tucson	Arizona	85705	West
12895	UnitedStates	Tucson	Arizona	85705	West
12896	UnitedStates	Quincy	Illinois	62301	Central
12897	UnitedStates	Franklin	Massachusetts	2038	East
12898	UnitedStates	Houston	Texas	77095	Central
12899	UnitedStates	Houston	Texas	77095	Central
12900	UnitedStates	Houston	Texas	77095	Central
12901	UnitedStates	SanFrancisco	California	94109	West
12902	UnitedStates	SanFrancisco	California	94109	West
12903	UnitedStates	Taylor	Michigan	48180	Central
12904	UnitedStates	PembrokePines	Florida	33024	South
12905	UnitedStates	PembrokePines	Florida	33024	South
12906	UnitedStates	Philadelphia	Pennsylvania	19140	East
12907	UnitedStates	Philadelphia	Pennsylvania	19140	East
12908	UnitedStates	Cincinnati	Ohio	45231	East
12909	UnitedStates	NewYorkCity	NewYork	10009	East
12910	UnitedStates	NewYorkCity	NewYork	10009	East
12911	UnitedStates	DesMoines	Washington	98198	West
12912	UnitedStates	DesMoines	Washington	98198	West
12913	UnitedStates	Peoria	Illinois	61604	Central
12914	UnitedStates	LasVegas	Nevada	89115	West
12915	UnitedStates	Warwick	RhodeIsland	2886	East
12916	UnitedStates	Warwick	RhodeIsland	2886	East
12917	UnitedStates	Jackson	Michigan	49201	Central
12918	UnitedStates	Houston	Texas	77036	Central
12919	UnitedStates	Houston	Texas	77036	Central
12920	UnitedStates	Houston	Texas	77036	Central
12921	UnitedStates	Houston	Texas	77036	Central
12922	UnitedStates	Miami	Florida	33180	South
12923	UnitedStates	Wilmington	NorthCarolina	28403	South
12924	UnitedStates	NewYorkCity	NewYork	10024	East
12925	UnitedStates	SanFrancisco	California	94110	West
12926	UnitedStates	SanFrancisco	California	94110	West
12927	UnitedStates	SanFrancisco	California	94110	West
12928	UnitedStates	SanFrancisco	California	94110	West
12929	UnitedStates	SanFrancisco	California	94110	West
12930	UnitedStates	SanFrancisco	California	94110	West
12931	UnitedStates	SanFrancisco	California	94110	West
12932	UnitedStates	SanFrancisco	California	94110	West
12933	UnitedStates	SanFrancisco	California	94110	West
12934	UnitedStates	Seattle	Washington	98105	West
12935	UnitedStates	Seattle	Washington	98105	West
12936	UnitedStates	HuntingtonBeach	California	92646	West
12937	UnitedStates	LosAngeles	California	90004	West
12938	UnitedStates	Richmond	Kentucky	40475	South
12939	UnitedStates	LosAngeles	California	90045	West
12940	UnitedStates	LosAngeles	California	90045	West
12941	UnitedStates	Louisville	Colorado	80027	West
12942	UnitedStates	Lawrence	Massachusetts	1841	East
12943	UnitedStates	Lawrence	Massachusetts	1841	East
12944	UnitedStates	Jackson	Mississippi	39212	South
12945	UnitedStates	Canton	Michigan	48187	Central
12946	UnitedStates	Canton	Michigan	48187	Central
12947	UnitedStates	NewRochelle	NewYork	10801	East
12948	UnitedStates	SanAntonio	Texas	78207	Central
12949	UnitedStates	Gastonia	NorthCarolina	28052	South
12950	UnitedStates	Gastonia	NorthCarolina	28052	South
12951	UnitedStates	Gastonia	NorthCarolina	28052	South
12952	UnitedStates	Gastonia	NorthCarolina	28052	South
12953	UnitedStates	Lowell	Massachusetts	1852	East
12954	UnitedStates	Jacksonville	Florida	32216	South
12955	UnitedStates	Jacksonville	Florida	32216	South
12956	UnitedStates	Chicago	Illinois	60623	Central
12957	UnitedStates	Chicago	Illinois	60623	Central
12958	UnitedStates	Houston	Texas	77070	Central
12959	UnitedStates	NewYorkCity	NewYork	10024	East
12960	UnitedStates	Detroit	Michigan	48227	Central
12961	UnitedStates	Detroit	Michigan	48227	Central
12962	UnitedStates	Detroit	Michigan	48227	Central
12963	UnitedStates	Detroit	Michigan	48227	Central
12964	UnitedStates	Detroit	Michigan	48227	Central
12965	UnitedStates	Detroit	Michigan	48227	Central
12966	UnitedStates	Columbus	Indiana	47201	Central
12967	UnitedStates	Auburn	NewYork	13021	East
12968	UnitedStates	Auburn	NewYork	13021	East
12969	UnitedStates	Auburn	NewYork	13021	East
12970	UnitedStates	Auburn	NewYork	13021	East
12971	UnitedStates	Auburn	NewYork	13021	East
12972	UnitedStates	Auburn	NewYork	13021	East
12973	UnitedStates	Akron	Ohio	44312	East
12974	UnitedStates	Akron	Ohio	44312	East
12975	UnitedStates	Norman	Oklahoma	73071	Central
12976	UnitedStates	Concord	California	94521	West
12977	UnitedStates	Decatur	Illinois	62521	Central
12978	UnitedStates	Decatur	Illinois	62521	Central
12979	UnitedStates	Seattle	Washington	98115	West
12980	UnitedStates	Seattle	Washington	98115	West
12981	UnitedStates	Seattle	Washington	98115	West
12982	UnitedStates	Phoenix	Arizona	85023	West
12983	UnitedStates	Phoenix	Arizona	85023	West
12984	UnitedStates	Phoenix	Arizona	85023	West
12985	UnitedStates	Phoenix	Arizona	85023	West
12986	UnitedStates	Phoenix	Arizona	85023	West
12987	UnitedStates	ParkRidge	Illinois	60068	Central
12988	UnitedStates	Amarillo	Texas	79109	Central
12989	UnitedStates	Chicago	Illinois	60610	Central
12990	UnitedStates	Lindenhurst	NewYork	11757	East
12991	UnitedStates	SanFrancisco	California	94110	West
12992	UnitedStates	SanFrancisco	California	94110	West
12993	UnitedStates	SanFrancisco	California	94110	West
12994	UnitedStates	SanFrancisco	California	94110	West
12995	UnitedStates	SanFrancisco	California	94110	West
12996	UnitedStates	SanFrancisco	California	94110	West
12997	UnitedStates	LosAngeles	California	90008	West
12998	UnitedStates	Troy	NewYork	12180	East
12999	UnitedStates	NewYorkCity	NewYork	10024	East
13000	UnitedStates	NewYorkCity	NewYork	10024	East
13001	UnitedStates	SanDiego	California	92024	West
13002	UnitedStates	NewYorkCity	NewYork	10024	East
13003	UnitedStates	NewYorkCity	NewYork	10024	East
13004	UnitedStates	LosAngeles	California	90045	West
13005	UnitedStates	LosAngeles	California	90045	West
13006	UnitedStates	LosAngeles	California	90045	West
13007	UnitedStates	Chicago	Illinois	60610	Central
13008	UnitedStates	Huntsville	Texas	77340	Central
13009	UnitedStates	Huntsville	Texas	77340	Central
13010	UnitedStates	Huntsville	Texas	77340	Central
13011	UnitedStates	Rochester	NewYork	14609	East
13012	UnitedStates	Rochester	NewYork	14609	East
13013	UnitedStates	Seattle	Washington	98115	West
13014	UnitedStates	Memphis	Tennessee	38109	South
13015	UnitedStates	Fayetteville	Arkansas	72701	South
13016	UnitedStates	CostaMesa	California	92627	West
13017	UnitedStates	CostaMesa	California	92627	West
13018	UnitedStates	CostaMesa	California	92627	West
13019	UnitedStates	CostaMesa	California	92627	West
13020	UnitedStates	Parker	Colorado	80134	West
13021	UnitedStates	Parker	Colorado	80134	West
13022	UnitedStates	Parker	Colorado	80134	West
13023	UnitedStates	Parker	Colorado	80134	West
13024	UnitedStates	Parker	Colorado	80134	West
13025	UnitedStates	NewYorkCity	NewYork	10024	East
13026	UnitedStates	Atlanta	Georgia	30318	South
13027	UnitedStates	Atlanta	Georgia	30318	South
13028	UnitedStates	Atlanta	Georgia	30318	South
13029	UnitedStates	Atlanta	Georgia	30318	South
13030	UnitedStates	Gladstone	Missouri	64118	Central
13031	UnitedStates	Gladstone	Missouri	64118	Central
13032	UnitedStates	Newark	Ohio	43055	East
13033	UnitedStates	LosAngeles	California	90049	West
13034	UnitedStates	LosAngeles	California	90049	West
13035	UnitedStates	GreatFalls	Montana	59405	West
13036	UnitedStates	GreatFalls	Montana	59405	West
13037	UnitedStates	GreatFalls	Montana	59405	West
13038	UnitedStates	GreatFalls	Montana	59405	West
13039	UnitedStates	Houston	Texas	77041	Central
13040	UnitedStates	Houston	Texas	77041	Central
13041	UnitedStates	Houston	Texas	77041	Central
13042	UnitedStates	Detroit	Michigan	48234	Central
13043	UnitedStates	LosAngeles	California	90032	West
13044	UnitedStates	LosAngeles	California	90032	West
13045	UnitedStates	Lawrence	Massachusetts	1841	East
13046	UnitedStates	Lakeland	Florida	33801	South
13047	UnitedStates	Lakeland	Florida	33801	South
13048	UnitedStates	Philadelphia	Pennsylvania	19134	East
13049	UnitedStates	Philadelphia	Pennsylvania	19134	East
13050	UnitedStates	Philadelphia	Pennsylvania	19134	East
13051	UnitedStates	LosAngeles	California	90036	West
13052	UnitedStates	LosAngeles	California	90032	West
13053	UnitedStates	Montgomery	Alabama	36116	South
13054	UnitedStates	Montgomery	Alabama	36116	South
13055	UnitedStates	Mesa	Arizona	85204	West
13056	UnitedStates	Chicago	Illinois	60653	Central
13057	UnitedStates	NewYorkCity	NewYork	10009	East
